Player,Pos,height_inches,season_end_year,Tm,MP,TRB%,ORB%,DRB%,TRB%_z,ORB%_z,DRB%_z,frontcourt_trb,is_sg
Jordan Hawkins,SG,77.0,2024,NOP,1160.0,7.1,2.8,11.3,-0.06789687326190444,-0.12415607633218508,-0.012930074258172376,15.184874152952563,1
Jordan Poole,SG,76.0,2020,GSW,1274.0,5.0,0.7,9.6,-0.6690558454080342,-1.0518040746192632,-0.3347962311296875,10.189707927677329,1
Josh Christopher,SG,76.0,2022,HOU,1334.0,7.7,4.3,11.1,0.3660444671558313,0.8940392981321966,0.03643126152553688,14.631132530120482,1
Josh Hart,SG,77.0,2018,LAL,1461.0,9.6,3.1,16.0,0.8663346139525204,0.2585118812413574,0.8933176715543728,13.18050533652799,1
Josh Okogie,SG,76.0,2019,MIN,1757.0,6.6,2.5,10.9,0.06808811114823926,0.12151145892673591,0.07326693652704515,17.80831954620657,1
Josh Richardson,SG,77.0,2016,MIA,1107.0,5.5,2.2,8.5,-0.3796702546497105,0.06055556972624698,-0.5458468705331446,16.424983403407833,1
JosÃ© CalderÃ³n,SG,75.0,2006,TOR,1487.0,5.8,2.4,9.5,-0.268589890220813,-0.1529834909320446,-0.16230152480889082,13.984330985915491,1
Jrue Holiday,PG,76.0,2010,PHI,1767.0,6.4,3.7,9.1,0.08092134622753272,0.7309336147142874,-0.25863358733813513,10.737640702386313,0
Juan Carlos Navarro,SG,75.0,2008,MEM,2117.0,5.6,1.8,9.4,-0.3487987304469315,-0.3863006540694189,-0.18901378894819643,12.811384255194616,1
KJ Simpson,PG,74.0,2025,CHO,842.0,6.9,4.8,9.0,-0.1623233636277666,0.4107903691904849,-0.5131529185058157,12.371952337305222,0
Kam Jones,SG,76.0,2026,IND,616.0,5.3,2.6,8.1,-0.5766796948833683,-0.24233732525544213,-0.5264267451772551,10.9,1
Kasparas JakuÄionis,PG,77.0,2026,MIA,945.0,7.6,4.7,10.5,0.18494475644956831,0.7274255206899707,-0.08508461470539565,18.193880560334232,0
Keaton Wallace,PG,75.0,2025,ATL,501.0,5.5,1.5,9.6,-0.6408271361248157,-0.6384022636934256,-0.3762097702320929,19.06074074074074,0
Kelenna Azubuike,SG,77.0,2007,GSW,669.0,7.7,4.2,11.4,0.7998504055662037,0.8120448566159549,0.6154638343358889,14.517949940405245,1
Kendall Marshall,PG,76.0,2013,PHO,702.0,3.4,0.6,6.3,-0.7898681032736921,-0.734406558864852,-0.6471202112445302,14.793103448275861,0
Kendrick Nunn,PG,75.0,2020,MIA,1962.0,5.1,1.2,8.7,-0.6277823881148092,-0.7155256848653246,-0.5505728302209438,15.635996771589992,0
Kentavious Caldwell-Pope,SG,77.0,2014,DET,1583.0,5.4,2.5,8.6,-0.25495079418076916,-0.012124619366783062,-0.40454904374841755,18.803861367489173,1
Keon Johnson,SG,77.0,2022,2TM,697.0,6.3,3.7,9.1,-0.1383365441399142,0.6049869975154759,-0.3981030604594528,15.454367026496564,1
Keyonte George,PG,76.0,2024,UTA,2023.0,5.7,0.8,10.6,-0.4412860966945084,-0.545818222366021,-0.1393968279613948,15.183740929857564,0
Killian Hayes,PG,76.0,2021,DET,670.0,5.7,1.0,10.6,-0.5105421428808669,-0.7455529659342319,-0.20448251915121515,18.314895057549084,0
Kira Lewis Jr.,PG,73.0,2021,NOP,904.0,4.3,1.4,7.1,-1.0789894481819473,-0.545547514828575,-1.0729789568305832,14.27535114293583,0
Klay Thompson,SG,77.0,2012,GSW,1608.0,5.7,1.7,9.6,-0.272137442133425,-0.4207506087972281,-0.11678701425174083,13.836637931034483,1
Kobi Simmons,PG,77.0,2018,MEM,643.0,4.5,2.5,6.6,-0.6289546438375788,0.03176469448958871,-0.7525461168782263,12.934553944458097,0
Kris Dunn,PG,75.0,2017,MIN,1333.0,7.3,2.1,12.6,0.1821551838215692,-0.03957164422029154,0.2445695037723034,16.972479324300544,0
Ky Bowman,PG,73.0,2020,GSW,1015.0,6.5,2.5,10.7,-0.0499539860096574,0.15879812849491542,-0.07106927668481881,10.189707927677329,0
Kyrie Irving,PG,74.0,2012,CLE,1558.0,7.0,3.1,11.2,0.3401718026667815,0.23747486507903562,0.3896319584634607,12.672111888111889,0
Landry Shamet,SG,77.0,2019,2TM,1802.0,3.9,1.3,6.4,-0.958666118135049,-0.618123508453396,-0.894635044154096,9.88131970260223,1
Langston Galloway,PG,73.0,2015,NYK,1457.0,7.5,2.9,12.5,0.627471432069144,0.242292224401543,0.7245740847668163,11.7568359375,0
Lonzo Ball,PG,77.0,2018,LAL,1780.0,10.8,4.2,17.3,1.2181673804913675,0.6742150569529333,1.1209371316567536,13.18050533652799,0
Luke Kennard,SG,77.0,2018,DET,1463.0,6.6,1.6,11.9,-0.013247302394596837,-0.3083560856380642,0.1754409127699414,18.74217252396166,1
Luther Head,SG,75.0,2006,HOU,2310.0,6.8,1.7,11.6,0.16952146634803664,-0.4613315388028584,0.422887731694626,14.615760142666073,1
Malachi Flynn,PG,73.0,2021,TOR,928.0,6.9,1.1,13.0,-0.023301595479940748,-0.6955516031578176,0.3910578952574945,12.8642671292281,0
Malaki Branham,SG,76.0,2023,SAS,1550.0,6.4,1.9,11.2,-0.28094364808874817,-0.3785839324890924,-0.08493099042655423,10.151752577319588,1
Malcolm Brogdon,SG,76.0,2017,MIL,1982.0,6.3,2.8,9.6,-0.06447065494808346,0.3193389138422442,-0.18935381212309643,13.885609687411998,1
Malcolm Delaney,PG,75.0,2017,ATL,1248.0,5.4,0.9,9.8,-0.2864339098407707,-0.6548468866132103,-0.16042559106340296,17.82562747688243,0
Malik Monk,SG,75.0,2018,CHO,854.0,4.2,1.0,7.5,-0.7169128354722905,-0.5351032723898329,-0.5949634137304242,16.72378608189752,1
Manny Harris,SG,77.0,2011,CLE,933.0,8.6,4.3,13.2,1.1292302898754303,0.8845158532550181,0.9625762601390981,15.003074670571008,1
MarShon Brooks,SG,77.0,2012,NJN,1648.0,7.0,4.8,9.4,0.3401718026667815,1.036748654785927,-0.18008938584114081,17.409249563699827,1
Marcelo Huertas,PG,75.0,2016,LAL,869.0,5.6,2.2,9.2,-0.33407260151776014,0.06055556972624698,-0.36196798957373744,15.846829971181556,0
Marcus Sasser,PG,73.0,2024,DET,1351.0,5.2,0.9,9.6,-0.5746393907775813,-0.5247351150643292,-0.320063618965998,17.61971875,0
Marcus Smart,PG,75.0,2015,BOS,1808.0,6.7,3.6,9.9,0.23530178702592916,0.6235737868318783,-0.03379468246552572,12.908032786885244,0
Marcus Thornton,SG,76.0,2010,NOH,1872.0,6.6,4.4,8.9,0.17212765972139402,1.1325320770406078,-0.31522473540560386,14.851663846587705,1
Marcus Williams,PG,75.0,2007,NJN,1315.0,7.3,2.6,11.9,0.5931529951871846,-0.11100680531517773,0.7795149574345152,10.789403973509932,0
Mario Chalmers,PG,74.0,2009,MIA,2626.0,5.2,1.7,8.8,-0.48766411049823244,-0.435904366226569,-0.3504632547543334,13.828386955570146,0
Markel Brown,SG,75.0,2015,BRK,781.0,7.7,2.3,13.0,0.7255138433299478,-0.08452054339588722,0.8704142323114975,15.297814207650273,1
Matisse Thybulle,SG,77.0,2020,PHI,1287.0,4.6,3.8,5.4,-0.8341496745809348,1.0331219418551554,-1.3417536935555499,11.685781041388516,1
Matthew Dellavedova,SG,75.0,2014,CLE,1271.0,5.4,2.5,8.5,-0.25495079418076916,-0.012124619366783062,-0.4280967180061833,17.651843422849343,1
Max Christie,SG,77.0,2023,LAL,512.0,7.8,1.5,13.8,0.19842703827112268,-0.5499381954149831,0.4110390314453402,16.053343701399687,1
Mike Conley,PG,73.0,2008,MEM,1381.0,5.6,1.7,9.7,-0.3487987304469315,-0.437394099737704,-0.09866519783095866,12.811384255194616,0
Mike Taylor,PG,74.0,2009,LAC,771.0,6.5,3.2,10.0,0.18270733766159897,0.4167922017714413,0.05675281420896583,15.2448801036941,0
MiloÅ¡ TeodosiÄ,PG,77.0,2018,LAC,1134.0,6.1,1.6,10.5,-0.15984428845244972,-0.3083560856380642,-0.06968773657108406,21.803874092009686,0
Monta Ellis,SG,75.0,2006,GSW,886.0,6.6,2.7,10.7,0.08189919503426663,-0.020834327558838604,0.1720923360502615,15.029032258064516,1
Moses Moody,SG,77.0,2022,GSW,607.0,7.2,3.2,11.0,0.18590839169306508,0.36411008033487513,0.01470454542628747,16.747058823529414,1
Nando De Colo,SG,77.0,2013,SAS,920.0,8.7,3.1,13.7,0.9758143847392748,0.3148777365928608,1.002898809472776,17.041742331288344,1
Nate Wolters,PG,76.0,2014,MIL,1309.0,6.5,2.8,10.5,0.0002784318829786033,0.034991777136259936,0.042856767149133966,14.413377324535094,0
Nick Smith Jr.,SG,74.0,2024,CHO,729.0,5.5,2.7,8.6,-0.49462741432773766,-0.1452391836338768,-0.5007304099706013,15.13988188976378,1
Nickeil Alexander-Walker,SG,77.0,2020,NOP,591.0,7.5,1.6,13.5,0.36278058692259385,-0.4465029730621738,0.6002356982657564,13.982252763668955,1
Nique Clifford,SG,77.0,2026,SAC,1882.0,8.4,3.8,13.3,0.44985760908711175,0.31181287242765077,0.42981453751177373,10.018993135011442,1
Nolan Smith,PG,74.0,2012,POR,541.0,6.0,3.6,8.6,-0.13083530871799282,0.47255539146341546,-0.43329887219874186,13.129674651412227,0
Nolan TraorÃ©,PG,75.0,2026,BRK,1243.0,4.6,1.2,8.4,-0.8084784409412187,-0.8888458892190507,-0.47125897886827256,11.805945945945947,0
Norman Powell,SG,75.0,2016,TOR,725.0,8.8,2.6,14.8,1.1250522987046567,0.3327778556515768,1.1090630581015224,14.942633228840126,1
Norris Cole,PG,74.0,2012,MIA,1260.0,4.3,2.1,6.4,-0.9315473980721092,-0.23268618768972413,-1.129624959682144,15.355895439377086,0
O.J. Mayo,SG,77.0,2009,MEM,3120.0,6.1,2.2,10.1,-0.023560800233733994,-0.15167217689389884,0.09068748662257399,13.62975824175824,1
Ochai Agbaji,SG,77.0,2023,UTA,1209.0,5.4,3.9,6.9,-0.6233512812029418,0.47818738214036133,-0.905189103522379,12.724602609727164,1
Orien Greene,PG,76.0,2006,BOS,1235.0,7.2,3.7,10.4,0.34476600897557663,0.41966288368518107,0.08849387083547366,12.603637430331476,0
Orlando Johnson,SG,77.0,2013,IND,619.0,9.9,3.7,15.9,1.375591551836551,0.5667059675027118,1.4934450048211647,14.443537414965984,1
Pablo Prigioni,PG,75.0,2013,NYK,1263.0,6.6,3.7,9.8,0.27620434231904273,0.5667059675027118,0.13329419044608784,14.61937150236763,0
Patrick Beverley,PG,74.0,2013,HOU,713.0,8.7,7.2,10.1,0.9758143847392748,2.03570398114351,0.20018685344814058,20.26077224398433,0
Payton Pritchard,SG,73.0,2021,BOS,1268.0,6.9,2.9,11.1,-0.023301595479940748,0.20447292681763904,-0.08041159948273399,14.16643298969072,1
Pelle Larsson,SG,77.0,2025,MIA,782.0,6.5,4.0,9.0,-0.2990387271983521,0.15644064000650662,-0.5131529185058157,16.506787109375,1
Quentin Grimes,SG,76.0,2022,NYK,786.0,6.4,3.2,9.8,-0.10230932904736076,0.36411008033487513,-0.24601604776470617,16.278142076502732,1
R.J. Hampton,SG,76.0,2021,2TM,888.0,10.7,3.4,18.4,1.5196268046229913,0.45447974069971037,1.7310238276770906,16.247917146144992,1
Rajon Rondo,PG,73.0,2007,BOS,1831.0,9.5,4.7,14.6,1.7299887522717885,1.100498500969434,1.6653910221670962,15.142141924249021,0
Randy Foye,PG,76.0,2007,MIN,1879.0,6.9,3.2,10.5,0.386455584808166,0.23513756790899704,0.32017181275836176,16.00940602996931,0
Rashad McCants,SG,76.0,2006,MIN,1362.0,6.3,2.6,9.8,-0.04953421193638818,-0.0648840486832406,-0.0787030595941025,18.844300278035217,1
Raul Neto,PG,74.0,2016,UTA,1499.0,4.7,1.3,8.0,-0.7444514797053146,-0.5519445736057454,-0.6771889283612929,17.464827586206898,0
Ray McCallum,PG,75.0,2014,SAC,897.0,5.0,2.2,7.8,-0.3477614218403139,-0.059241015869826066,-0.5929304378105444,17.789268292682927,0
Raymond Felton,PG,73.0,2006,CHA,2406.0,6.4,3.5,9.7,-0.00572307627950298,0.33156344143637706,-0.10656921466569894,11.112505876821816,0
Reed Sheppard,PG,74.0,2025,HOU,654.0,6.4,2.6,10.3,-0.33321756809099834,-0.2886713860654554,-0.2164427639127493,15.371174896618827,0
Reggie Jackson,PG,74.0,2012,OKC,501.0,6.0,3.4,8.3,-0.13083530871799282,0.37852318090966347,-0.5282524295828418,14.913574660633484,0
Ricky Rubio,PG,74.0,2012,MIN,1404.0,6.7,1.6,11.9,0.19886966925134927,-0.467766714074104,0.6111902590263617,16.29374122930115,0
Rob Dillingham,PG,74.0,2025,MIN,516.0,5.4,2.6,8.0,-0.6750059770174619,-0.2886713860654554,-0.7413914989620205,13.915610633619826,0
Rodney McGruder,SG,76.0,2017,MIA,1966.0,7.2,5.2,9.2,0.15749259994460402,1.5498893986280817,-0.2472102542424831,17.65158764680296,1
Rodney Stuckey,PG,77.0,2008,DET,1081.0,7.1,3.5,10.8,0.4035739823402221,0.4822879222914271,0.23261296959891475,15.17102137767221,0
Roko UkiÄ,PG,77.0,2009,TOR,890.0,4.9,3.6,6.3,-0.642365213919732,0.6441779532375772,-1.198830065094541,12.992752276528526,0
Ron Baker,SG,76.0,2017,NYK,857.0,6.2,1.5,10.8,-0.08913323882504864,-0.3472092654167509,-0.01578448576493634,15.064449541284404,1
Russell Westbrook,PG,76.0,2009,OKC,2668.0,8.6,7.6,9.7,1.2656150616120958,2.9180354678989375,-0.04505120303185928,12.34621598639456,0
Saben Lee,PG,74.0,2021,DET,781.0,6.9,2.8,11.1,-0.023301595479940748,0.15447156404122472,-0.08041159948273399,18.314895057549084,0
Salim Stoudamire,SG,73.0,2006,ATL,1236.0,5.6,1.1,10.4,-0.35621216153458296,-0.7256298655492701,0.08849387083547366,13.033358807795187,1
Scoot Henderson,PG,75.0,2024,POR,1765.0,6.2,3.2,9.5,-0.3079328026114355,-0.0398236471254178,-0.3381302980664583,12.36535694521306,0
Semaj Christon,PG,75.0,2017,OKC,973.0,4.9,2.2,7.8,-0.4097468292255971,0.011701292645785065,-0.4497078016603363,12.414175578214373,0
Sergio RodrÃ­guez,PG,75.0,2007,POR,862.0,6.6,2.8,10.4,0.23143252702390146,0.004374652426213687,0.28736158813863666,17.76501937984496,0
Shaedon Sharpe,SG,77.0,2023,POR,1779.0,7.6,4.0,11.3,0.1299455116482839,0.521025947871834,-0.06585522035455804,10.508616187989556,1
Shelvin Mack,PG,75.0,2012,WAS,779.0,6.7,1.7,11.7,0.19886966925134927,-0.4207506087972281,0.5478878874369613,13.96918342224046,0
Sindarius Thornwell,SG,76.0,2018,LAC,1156.0,6.7,3.2,10.0,0.016072094816973893,0.2963030790333189,-0.1572336827643074,21.803874092009686,1
Sion James,SG,77.0,2026,CHO,1843.0,8.8,3.1,14.3,0.5823140354058834,-0.011441409554153362,0.6137070918750485,14.277484834344378,1
Stephen Curry,PG,74.0,2010,GSW,2896.0,6.8,1.8,12.0,0.26333397321525576,-0.3591193544571531,0.5619380596401646,10.649644429393838,0
Sterling Brown,SG,77.0,2018,MIL,776.0,10.8,4.1,17.5,1.2181673804913675,0.6364238591609717,1.1559555101340429,15.708209902666102,1
T.J. McConnell,PG,73.0,2016,PHI,1606.0,8.5,2.8,14.5,0.9882593393088049,0.4688889986142416,1.0302578234046333,12.181096502108657,0
Terence Davis,SG,76.0,2020,TOR,1209.0,10.3,4.5,16.0,1.5184373911328974,1.5039116875106695,1.1996151401859128,13.106675938803894,1
ThÃ©o Maledon,PG,76.0,2021,OKC,1778.0,6.2,1.4,11.0,-0.307525248130481,-0.545547514828575,-0.10522578341643013,11.09171974522293,0
Tim Hardaway Jr.,SG,77.0,2014,NYK,1875.0,3.8,1.2,6.6,-0.6261933048189479,-0.21629567087996954,-0.8755025289037348,14.590439276485789,1
Toney Douglas,PG,74.0,2010,NYK,1087.0,5.6,4.1,7.2,-0.28390390774791413,0.9604184503293273,-0.7962494939790898,14.784733410049867,0
Trae Young,PG,74.0,2019,ATL,2503.0,6.3,2.6,10.2,-0.04599569210545938,0.1831477062084136,-0.07729559380113259,16.44479348458406,0
Tre Johnson,SG,77.0,2026,WAS,1443.0,6.3,2.1,10.7,-0.2455386290864393,-0.4732332409567309,-0.04830610383274084,12.19720744680851,1
Tre Mann,PG,76.0,2022,OKC,1367.0,6.4,1.9,11.2,-0.10230932904736076,-0.26216990433468695,0.058157977624786285,12.263953120050681,0
Tyler Dorsey,SG,76.0,2018,ATL,974.0,7.4,1.9,12.9,0.22130787529796797,-0.19498249226217998,0.35053280515638807,17.27078449053201,1
Tyler Herro,SG,77.0,2020,MIA,1508.0,8.3,1.2,14.9,0.6929682452683951,-0.7155256848653246,0.935888185741044,15.635996771589992,1
Tyler Johnson,SG,75.0,2015,MIA,603.0,8.1,2.9,13.1,0.921598665851555,0.242292224401543,0.8995822618204335,17.67190511489993,1
Tyrese Haliburton,PG,77.0,2021,SAC,1746.0,5.5,2.4,8.6,-0.5917489007810213,-0.045533887064432295,-0.7007661978251398,12.723429454170956,0
Tyrese Maxey,SG,74.0,2021,PHI,935.0,6.1,1.3,10.8,-0.34812862708055836,-0.5955488776049892,-0.15485415128382243,14.614920811336484,1
Tyrese Proctor,PG,76.0,2026,CLE,545.0,6.5,2.2,10.7,-0.17931041592705346,-0.4270540578164731,-0.04830610383274084,16.218703033676594,0
Tyrone Wallace,PG,77.0,2018,LAC,851.0,6.8,2.7,10.7,0.04539149202854437,0.10734709007351166,-0.034669358093794844,21.803874092009686,0
VJ Edgecombe,SG,76.0,2026,PHI,2623.0,8.8,5.0,12.7,0.5823140354058834,0.8659630701107439,0.31947900489380865,12.09763941156346,1
Vasilije MiciÄ,PG,75.0,2024,2TM,1176.0,4.2,1.3,7.1,-0.8413459789437272,-0.440402685857562,-0.771730596477506,11.171504715047151,0
Victor Oladipo,PG,75.0,2014,ORL,2487.0,7.5,1.9,13.1,0.23230500103184026,-0.10635741237286914,0.6550962978510464,16.21627525942108,0
Walter Clayton,PG,76.0,2026,2TM,1410.0,5.3,1.9,8.9,-0.5766796948833683,-0.5655916072372464,-0.37931270168663517,14.939169675090254,0
Wayne Ellington,SG,76.0,2010,MIN,1384.0,6.4,2.6,10.4,0.08092134622753272,0.09985031677292712,0.10920887510041317,18.256882930332775,1
Wesley Matthews,SG,77.0,2010,UTA,2025.0,5.6,3.0,8.0,-0.28390390774791413,0.3293351523879672,-0.5698849017092142,17.146,1
Will Barton,SG,77.0,2013,POR,894.0,9.4,4.6,14.3,1.209017732212686,0.9444483138674883,1.1366841354768822,17.044025034226483,1
Will Richard,SG,75.0,2026,GSW,1377.0,7.0,5.3,8.7,-0.013739883028588955,1.0045006195315171,-0.4160912125592903,10.94356617647059,1
Zach LaVine,PG,77.0,2015,MIN,1902.0,6.4,1.6,11.6,0.08823817013472365,-0.4658021058262223,0.46206181918639005,15.29183673469388,0
Å arÅ«nas JasikeviÄius,PG,76.0,2006,IND,1557.0,5.7,1.5,9.6,-0.3124010258776978,-0.5494309810516622,-0.1344353697372949,17.863819095477382,0
