Player,model_a_predicted_z,model_a_residual_z,model_a_residual_pct,model_b_predicted_z,model_b_residual_z,model_b_residual_pct,target
Zach LaVine,0.14902578987353468,-0.6148278956997569,13.125,0.1702893399036625,-0.6360914457298847,13.750000000000002,ORB%
A.J. Price,-0.20338193811381597,0.11452179497808757,63.125,-0.2533662735754856,0.16450613043975718,65.625,DRB%
AJ Johnson,0.12148944007153192,-0.7944093648966908,8.75,0.1262220980029485,-0.7991420228281073,8.75,DRB%
Aaron Wiggins,0.11317923948779149,-0.09847469406150408,43.125,0.14130670212305224,-0.12660215669676483,42.5,DRB%
Acie Law,-0.15589189376018284,-1.057072594516712,2.5,-0.1503821013320937,-1.0625823869448012,2.5,DRB%
Ajay Mitchell,-0.0574536679215176,-0.5013469666755389,16.25,-0.10637395192473437,-0.45242668267232217,17.5,DRB%
Alec Burks,0.03964563062895536,-0.2513862022647961,30.625000000000004,0.07189009324760255,-0.28363066488344324,30.625000000000004,DRB%
Allan Ray,-0.13889779578412292,-0.09870420999284399,42.5,-0.09402768767262845,-0.14357431810433846,40.625,DRB%
Allonzo Trier,0.08416407628242879,0.2687189879969458,73.125,0.04794141097193936,0.3049416533074352,74.375,DRB%
Andrew Nembhard,0.0712303315590131,-0.6139798037134694,11.25,-0.0023200512425141945,-0.540429420911942,13.125,DRB%
Antonio Reeves,0.02420172526433459,-0.856888656408837,8.125,0.013052335307742928,-0.8457392664522454,7.5,DRB%
Archie Goodwin,0.07846819786325279,0.5530804257300278,84.375,0.10740999406261374,0.5241386295306668,82.5,DRB%
Austin Reaves,0.15804152710999514,-0.09988354948520894,41.875,0.09428051693221234,-0.03612253930742614,51.87500000000001,DRB%
Austin Rivers,0.06557056716078077,-0.3336323547270108,26.25,0.04153162818911683,-0.3095934157553468,28.749999999999996,DRB%
Ayo Dosunmu,0.11021824811453212,-0.3345075797799888,25.624999999999996,0.15887819650844745,-0.38316752817390415,21.875,DRB%
Ben McLemore,-0.014207182554007491,-0.1784127928745172,37.5,-0.022689551203809624,-0.16993042422471505,39.375,DRB%
Bennedict Mathurin,0.1393745879759955,-0.1670782681865618,38.75,0.13411843883604563,-0.16182211904661192,40.0,DRB%
Blake Wesley,0.048692359141849634,-0.03824449920842424,51.24999999999999,0.08785834915158855,-0.07741048921816315,47.5,DRB%
Bobby Brown,-0.11822578728837564,-1.5896243640102896,0.625,-0.15480868246939142,-1.5530414688292737,0.625,DRB%
Bradley Beal,0.049764574107621765,0.30650515967864256,75.0,0.039005188884055575,0.31726454490220873,75.625,DRB%
Brandin Podziemski,0.11844801388390346,0.8442225832827813,91.875,0.04425833744050485,0.9184122597261799,93.75,DRB%
Brandon Knight,-0.1253767992487109,0.2301480855598711,70.0,-0.10858946216127355,0.21336074847243375,68.75,DRB%
Bruce Brown,-0.023612631586249058,0.05386170230524326,57.49999999999999,-0.009963172052026396,0.0402122427710206,55.625,DRB%
Buddy Hield,0.06030257068892306,0.31444392785200037,75.625,0.08137802216780468,0.2933684763731187,73.125,DRB%
Cameron Payne,-0.18326376242789172,0.3466640041667469,76.25,-0.13605572934805676,0.29945597108691197,73.75,DRB%
Cason Wallace,0.04989312384420333,-0.5506235338148046,14.374999999999998,0.07494153203082668,-0.5756719420014279,12.5,DRB%
Cedric Coward,0.14696054735874664,1.4045985717690028,99.375,0.29128893145030765,1.2602701876774418,98.125,DRB%
Charles Jenkins,-0.12680697654144618,-0.6230037536042967,10.625,-0.09257589863361829,-0.6572348315121246,11.25,DRB%
Coby White,0.027021516192195744,0.693090070457592,88.125,-0.024849019617874855,0.7449606062676626,90.0,DRB%
Collin Sexton,-0.07115132242565175,-0.47934079526403855,17.5,-0.06533856898025046,-0.48515354870943983,16.25,DRB%
D'Angelo Russell,-0.057784472351412444,0.22118471409026763,69.375,0.020922050129619174,0.14247819160923603,63.125,DRB%
Daequan Cook,0.12457532677536737,0.8609425688005314,93.125,0.11036511067857942,0.8751527848973193,92.5,DRB%
Damian Lillard,-0.06706112119780784,-0.20100066636842218,34.375,-0.03474146634608406,-0.23332032122014595,35.0,DRB%
DantÃ© Exum,-0.007935261328212252,-0.9884043949322094,5.0,0.03223495656188123,-1.0285746128223028,4.375,DRB%
De'Aaron Fox,-0.05486588465681953,-0.10236779810748788,41.25,-0.058328596747028935,-0.09890508601727847,45.625,DRB%
De'Anthony Melton,-0.23241971242851026,0.649829575419961,86.875,-0.16110274670900068,0.5785126097004515,86.25,DRB%
Dennis SchrÃ¶der,-0.2514339108728168,0.1530046324753557,65.0,-0.1746236834952832,0.0761944050978221,60.0,DRB%
Denzel Valentine,0.03835803329998259,0.6401347863677207,86.25,0.11148896927395469,0.5670038503937486,85.625,DRB%
Deron Williams,-0.026614649434073146,-0.44221458116237405,19.375,-0.038523240645554846,-0.43030598995089236,18.75,DRB%
Derrick Rose,0.0012451876826026743,-0.48744713209136925,16.875,0.027364130296930633,-0.5135660747056972,14.374999999999998,DRB%
Devin Booker,0.15453584385313557,-0.7266511259519098,10.0,0.13259375246281155,-0.7047090345615858,9.375,DRB%
Devonte' Graham,-0.22686393195117874,-0.19457458831435945,35.625,-0.18808650239464492,-0.23335201787089327,34.375,DRB%
Dion Waiters,-0.0075519214224425285,-0.08212943147164607,44.375,-0.021896407745917272,-0.06778494514817132,48.125,DRB%
Donovan Mitchell,-0.019269513515237216,-0.06792741229449138,46.875,0.04602011226487181,-0.1332170380746004,41.875,DRB%
Doron Lamb,-0.010940201678321326,-0.3909069118920146,22.5,-0.042031245269074556,-0.3598158683012614,22.5,DRB%
Drake Powell,0.1282546371312288,-0.5995136159995014,12.5,0.21562812713084903,-0.6868871059991215,10.625,DRB%
Duane Washington Jr.,-0.17252363600543255,-0.18212599225552104,36.25,-0.11532688164842293,-0.23932274661253067,32.5,DRB%
Dylan Harper,0.12346134327261578,0.08568212900322801,60.0,0.16691700467588427,0.042226467599959516,56.25,DRB%
Elfrid Payton,-0.015749778992090447,0.36113948014273545,77.5,0.016839536678042166,0.3285501644726028,76.875,DRB%
Eric Bledsoe,-0.23207813610145983,0.16307800764207384,66.875,-0.1789719512643511,0.10997182280496509,61.25000000000001,DRB%
Eric Gordon,0.06030329766350219,-1.055525328276393,3.125,0.08407418930170824,-1.079296219914599,1.875,DRB%
Eric Maynor,-0.07343494931740938,-0.043720767852053324,50.0,-0.17267348164270147,0.055517764473238765,57.49999999999999,DRB%
Frank Jackson,-0.1481368769333502,-0.07972124719595969,45.0,-0.12020069392975777,-0.10765743019955212,43.125,DRB%
Gary Harris,-0.056567909301146885,-0.9106037174503383,6.25,-0.09407814228631042,-0.8730934844651748,6.25,DRB%
George Hill,-0.07298766846337774,0.7744992585309012,89.375,-0.021720824918735775,0.7232324149862591,89.375,DRB%
Hamidou Diallo,0.07522137043053186,0.23464382804079215,71.25,0.15695893478058198,0.152906263690742,64.375,DRB%
Iman Shumpert,0.018564892787881263,-0.040398349655521464,50.625,0.06292733368723101,-0.08476079055487121,46.875,DRB%
Immanuel Quickley,-0.16946602892983526,-0.258344145624646,29.375,-0.10306422837814826,-0.324745946176333,25.624999999999996,DRB%
Isaiah Briscoe,-0.18405249666931767,0.7950427557969968,90.625,-0.11008891159580886,0.721079170723488,88.75,DRB%
Isaiah Collier,-0.07858727480651523,0.20450238157807302,67.5,-0.14936647282708929,0.2752815795986471,72.5,DRB%
Isaiah Whitehead,-0.0013530318383038501,-0.17353666975494594,38.125,0.04400391789522306,-0.21889361948847286,36.25,DRB%
JJ Redick,-0.2103063274567808,-0.2569672506582631,30.0,-0.29207065066959015,-0.17520292744545374,38.75,DRB%
Ja'Kobe Walter,0.010774830153537585,-0.2728653101575281,28.749999999999996,0.05950951158698971,-0.3215999915909802,26.875,DRB%
Jabari Brown,-0.06594813876362227,-0.9012234879878629,6.875000000000001,-0.06220856188008343,-0.9049630648714018,5.625,DRB%
Jalen Brunson,-0.11261463570658442,-0.09373455551870019,43.75,-0.1590541896906729,-0.04729500153461172,50.625,DRB%
Jalen Williams,0.18094583302530232,-0.07511912273189732,46.25,0.3177388744235258,-0.21191216413012076,36.875,DRB%
Jamal Shead,-0.21291976682082517,-0.8936534608711229,7.5,-0.2713914168131075,-0.8351818108788405,8.125,DRB%
James Harden,0.17959913451668255,0.5804079433596232,85.625,0.23200146293603985,0.5280056149402659,83.125,DRB%
Jared McCain,-0.023575819747254798,-0.580872530941043,13.125,-0.12044370968257284,-0.4840046410057249,16.875,DRB%
Jarrett Jack,-0.015013283327858937,0.21497177444971682,68.125,-0.02095240815231939,0.22091089927417729,69.375,DRB%
Jase Richardson,-0.18449284565703225,-0.3419338995202228,25.0,-0.18638707427447754,-0.34003967090277754,24.375,DRB%
Javaris Crittenton,0.03985720758057977,1.0661254761516359,95.625,-0.04300656899788906,1.1489892527301049,97.5,DRB%
Javon Small,-0.2165876225963992,0.4441203503085704,81.875,-0.21902490452175152,0.44655763223392275,80.0,DRB%
Jaylen Clark,0.037898991523500146,-1.3270630835804123,1.25,0.05004426503586896,-1.339208357092781,1.25,DRB%
Jeff Teague,-0.16248437451003903,0.21510210154298293,68.75,-0.1287934255620025,0.1814111525949464,66.875,DRB%
Jeremiah Fears,-0.023084186539303622,0.28739542512413,74.375,-0.058096280290944165,0.32240751887577057,76.25,DRB%
Jerian Grant,-0.05122385484495489,-0.048060019072486214,48.75,-0.037618774217730994,-0.06166509969971011,48.75,DRB%
Jerryd Bayless,-0.185612516604839,0.0387572963321553,56.875,-0.25900605330033716,0.11215083302765347,61.875,DRB%
Jodie Meeks,0.022141474044906927,1.3603682325735575,98.75,-0.06775153792071098,1.4502612445391754,100.0,DRB%
John Jenkins,-0.0030585646152506973,0.091757646393303,61.875,0.007827306429336631,0.08087177534871567,60.62499999999999,DRB%
John Wall,-0.021953350191545835,0.8631676822602344,93.75,0.041342840507874866,0.7998714915608137,91.25,DRB%
Jordan Clarkson,-0.020859081851660435,0.16207257643975193,66.25,-0.016254146499127375,0.15746764108721886,65.0,DRB%
Jordan Crawford,0.015815924985560864,-0.4489018376561771,18.125,-0.013268050041567121,-0.4198178626290491,19.375,DRB%
Jordan Farmar,-0.18870669952251218,0.4432580630414237,81.25,-0.2607488407955749,0.5153002043144864,81.875,DRB%
Jordan Hawkins,0.06510277127580595,-0.07803284553397825,45.625,0.010112150322536961,-0.02304222458070926,53.125,DRB%
Jordan Poole,0.09224850881146415,-0.42704473994115166,20.0,0.05967503816121631,-0.3944712692909038,20.625,DRB%
Josh Christopher,0.02895776792432357,0.00747349360121323,53.75,0.05586229260308053,-0.01943103107754373,53.75,DRB%
Josh Hart,0.11759829224091878,0.775719379313454,90.0,0.10243343115890143,0.7908842403954713,90.625,DRB%
Josh Okogie,0.011409081044615021,0.061857855482430085,58.12500000000001,0.10290837100196351,-0.029641434474918404,52.5,DRB%
Jrue Holiday,0.04144067651678087,-0.3000742638549159,27.500000000000004,0.04241583180653024,-0.3010494191446653,29.375,DRB%
KJ Simpson,-0.16548684220807636,-0.3476660762977393,24.375,-0.19176281783899407,-0.3213901006668216,27.500000000000004,DRB%
Kam Jones,0.03342604963633615,-0.5598527948135912,13.750000000000002,-0.014074837578425217,-0.5123519075988299,15.0,DRB%
Kasparas JakuÄionis,-0.0748491768139749,-0.010235437891420701,52.5,-0.07347796047877626,-0.011606654226619342,54.37499999999999,DRB%
Kendall Marshall,-0.09803784865858166,-0.5490823625859486,15.0,-0.13286578605018445,-0.5142544251943457,13.750000000000002,DRB%
Kentavious Caldwell-Pope,0.04082299929531324,-0.44537204304373074,18.75,0.01007154450289438,-0.4146205882513119,20.0,DRB%
Keon Johnson,0.02722129056548065,-0.4253243510249335,20.625,-0.010724284449453383,-0.3873787760099994,21.25,DRB%
Klay Thompson,0.11832529762768114,-0.23511231187942194,32.5,0.12078602160427948,-0.2375730358560203,33.125,DRB%
Kobi Simmons,-0.016750987799720334,-0.735795129078506,9.375,-0.051662490992536295,-0.70088362588569,10.0,DRB%
Kris Dunn,-0.14248559783712447,0.3870551016094279,78.75,-0.06362417843350555,0.30819368220580895,75.0,DRB%
Ky Bowman,-0.1768936000848191,0.10582432340000031,62.5,-0.11898823817583376,0.04791896149101496,56.875,DRB%
Kyrie Irving,-0.11782813752767962,0.5074600959911404,83.125,-0.16422760441671494,0.5538595628801757,85.0,DRB%
Landry Shamet,0.1927390850116501,-1.0873741291657462,1.875,0.13937414334022777,-1.0340091874943238,3.75,DRB%
Luke Kennard,0.033008930120969456,0.14243198264897194,64.375,-0.06942661532406902,0.2448675280940104,70.625,DRB%
Luther Head,0.04311585835065296,0.37977187334397305,78.125,-0.028267997235681637,0.45115572893030764,80.625,DRB%
Malaki Branham,0.11296083105711759,-0.1978918214836718,35.0,0.16404971221077624,-0.24898070263733046,31.874999999999996,DRB%
Malcolm Brogdon,0.08758749397267643,-0.27694130609577283,28.125,0.14280483232247038,-0.33215864444556675,25.0,DRB%
Manny Harris,0.05131306618362094,0.9112631939554771,94.375,0.011869984619752869,0.9507062755193452,94.375,DRB%
MarShon Brooks,0.06681244267157539,-0.2469018285127162,31.874999999999996,0.1698842491436878,-0.3499736349848286,23.75,DRB%
Marcus Sasser,-0.26558315435226565,-0.05448046461373235,48.125,-0.22109783674199218,-0.09896578222400582,45.0,DRB%
Marcus Smart,-0.045910379159402846,0.012115696693877145,55.00000000000001,0.027727302730792734,-0.061521985196318435,49.375,DRB%
Marcus Thornton,0.06484465204365245,-0.3800693874492562,23.125,-0.026002079593001014,-0.2892226558126028,30.0,DRB%
Marcus Williams,-0.04959590926400874,0.8291108666985239,91.25,-0.028155906561111617,0.8076708639956268,91.875,DRB%
Markel Brown,-0.07881535556542049,0.949229587876918,95.0,-0.04464082677439352,0.915055059085891,93.125,DRB%
Max Christie,0.00459988006797539,0.4064391513773648,80.0,0.007223135878384404,0.4038158955669558,78.75,DRB%
Mike Conley,-0.1901368749337769,0.0914716771028183,61.25000000000001,-0.17231338290862105,0.07364818507766245,59.375,DRB%
Mike Taylor,-0.21443699292230795,0.2711898071312737,73.75,-0.17123720775289664,0.22799002196186244,70.0,DRB%
Monta Ellis,-0.0670606119256972,0.2391529479759587,71.875,-0.19240854684154557,0.36450088289180704,77.5,DRB%
Moses Moody,0.0009609218259091917,0.013743623600378209,55.625,0.10772482431989773,-0.09302027889361034,46.25,DRB%
Nate Wolters,-0.047972177882542974,0.09082894503167688,60.62499999999999,-0.1341046511256221,0.17696141827475598,66.25,DRB%
Nickeil Alexander-Walker,0.041917172148748995,0.5583185261170074,85.0,0.06659286548039232,0.5336428327853641,83.75,DRB%
Nique Clifford,0.19647750612248638,0.2333370313892873,70.625,0.1753133569987556,0.25450118051301807,71.25,DRB%
Nolan Smith,-0.19898897266063564,-0.23430989953810616,33.125,-0.19711779421878112,-0.23618107797996069,33.75,DRB%
Nolan TraorÃ©,-0.07033588325589968,-0.4009230956123728,21.875,-0.02317606363231517,-0.44808291523595734,18.125,DRB%
Norman Powell,-0.07748913468145516,1.1865521927829776,97.5,0.010670893321207636,1.0983921647803148,96.25,DRB%
Norris Cole,-0.180456092023723,-0.9491688676584209,5.625,-0.2742813878273544,-0.8553435718547895,6.875000000000001,DRB%
O.J. Mayo,0.23177681050664578,-0.14108932388407186,40.0,0.1414139712779976,-0.05072648465542369,50.0,DRB%
Ochai Agbaji,0.10616097438170996,-1.011350077904089,3.75,0.14689024027004213,-1.0520793437924212,3.125,DRB%
Orlando Johnson,0.03693181478839102,1.4565131900327737,100.0,0.10707073217343537,1.3863742726477293,99.375,DRB%
Pelle Larsson,0.017387757323761514,-0.5305406758295772,15.625,-0.016173112718854053,-0.4969798057869616,15.625,DRB%
Quentin Grimes,-0.03611169096418761,-0.2099043568005185,33.75,-0.03968248113139683,-0.20633356663330926,37.5,DRB%
Randy Foye,-0.030707420458875954,0.3508792332172377,76.875,-0.05798296834536626,0.37815478110372797,78.125,DRB%
Rashad McCants,-0.033189728566117974,-0.04551333102798452,49.375,0.02730870648700435,-0.10601176608110685,43.75,DRB%
Ray McCallum,-0.18673582014572954,-0.4061946176648149,21.25,-0.27065836219589523,-0.3222720756146492,26.25,DRB%
Raymond Felton,-0.08948027282283981,-0.017088941842859084,51.87500000000001,-0.11826382073205084,0.011694606066351948,55.00000000000001,DRB%
Reed Sheppard,-0.2248962546620387,0.008453490749289388,54.37499999999999,-0.28678532975728566,0.07034256584453635,58.12500000000001,DRB%
Rodney Stuckey,-0.01887301832408061,0.2514859879229953,72.5,-0.027747436176115296,0.26036040577503,71.875,DRB%
Ron Baker,-0.012440961993988947,-0.003343523770947352,53.125,0.03140580004070198,-0.04719028580563828,51.24999999999999,DRB%
Russell Westbrook,0.08266054983745746,-0.12771175286931666,40.625,0.09312890241132558,-0.1381801054431848,41.25,DRB%
Semaj Christon,-0.0992989718586973,-0.350408829801639,23.75,-0.090292257685728,-0.3594155439746083,23.125,DRB%
Shaedon Sharpe,0.18150401768315838,-0.24735923803771637,31.25,0.2533057867734618,-0.3191610071280198,28.125,DRB%
Shelvin Mack,-0.13714262296296695,0.6850305103999282,87.5,-0.10206868423713103,0.6499565716740923,88.125,DRB%
Sindarius Thornwell,-0.09330815936639197,-0.06392552339791543,47.5,-0.05495909437547407,-0.10227458838883334,44.375,DRB%
Sion James,0.12875185901194985,0.4849552328630986,82.5,0.062246897376892055,0.5514601944981564,84.375,DRB%
Stephen Curry,0.010591714126136588,0.5513463455140281,83.75,-0.05829347721872119,0.6202315368588858,86.875,DRB%
T.J. McConnell,-0.16412044350538982,1.194378266910023,98.125,-0.24678950174832198,1.277047325152955,98.75,DRB%
Terence Davis,0.04306507588691211,1.1565500642990005,96.875,0.059982757741200314,1.1396323824447125,96.875,DRB%
ThÃ©o Maledon,0.03684851869332681,-0.1420743021097569,39.375,0.08359013448244666,-0.18881591789887675,38.125,DRB%
Tim Hardaway Jr.,0.12631819720019846,-1.0018207261039334,4.375,0.0723329460100402,-0.947835474913775,5.0,DRB%
Toney Douglas,-0.1843743596896402,-0.6118751342894496,11.875,-0.17649609510425757,-0.6197533988748323,11.875,DRB%
Trae Young,-0.10636991681462163,0.029074323013489126,56.25,-0.193059945402648,0.1157643516015155,62.5,DRB%
Tre Johnson,0.13126632197739016,-0.17957242581013097,36.875,0.17062253624270482,-0.21892864007544563,35.625,DRB%
Tre Mann,-0.010993371151238803,0.06915134877602501,58.75,-0.08802040595199015,0.14617838357677634,63.74999999999999,DRB%
Tyler Dorsey,-0.03752068226071496,0.388053487417103,79.375,-0.11702780833318904,0.46756061348957706,81.25,DRB%
Tyler Herro,0.08361606479050322,0.8522721209505408,92.5,-0.06786567330781969,1.0037538590488637,95.0,DRB%
Tyrese Proctor,-0.1312107591344792,0.08290465530173838,59.375,-0.1202553222914514,0.0719492184587106,58.75,DRB%
VJ Edgecombe,0.1615888717682999,0.1578901331255087,65.625,0.13404934753445416,0.18542965735935443,68.125,DRB%
Victor Oladipo,-0.04678071169207955,0.7018770095431259,88.75,0.016106862671762,0.6389894351792844,87.5,DRB%
Walter Clayton,-0.04861503748353901,-0.3306976642030961,26.875,-0.12977071926556963,-0.24954198242106548,31.25,DRB%
Wayne Ellington,-0.02263519274323976,0.13184406784365288,63.74999999999999,-0.07410427310092636,0.18331314820133948,67.5,DRB%
Will Barton,0.0173729617172513,1.1193111737596309,96.25,0.04165742579961845,1.0950267096772637,95.625,DRB%
Zach LaVine,0.03917779333894995,0.42288402584744006,80.625,0.04922145678551622,0.4128403624008738,79.375,DRB%
