Player,season_end_year,actual_z,predicted_z,residual_z,residual_pct,target
A.J. Price,2010,-0.0888601431357284,-0.15174094804577185,0.06288080491004344,59.25925925925925,DRB%
AJ Johnson,2025,-0.6729199248251588,0.08589072570788764,-0.7588106505330465,8.641975308641975,DRB%
Aaron Wiggins,2022,0.01470454542628747,0.07651729739577855,-0.06181275196949108,47.325102880658434,DRB%
Acie Law,2008,-1.2129644882768948,-0.11915748860421123,-1.0938069996726836,3.292181069958848,DRB%
Ajay Mitchell,2025,-0.5588006345970565,-0.030273045087236605,-0.5285275895098199,16.46090534979424,DRB%
Alec Burks,2012,-0.21174057163584079,0.03152368941843379,-0.24326426105427457,32.92181069958848,DRB%
Alex Caruso,2018,-0.2622888181961754,-0.02980921650919273,-0.23247960168698267,34.5679012345679,DRB%
Allan Ray,2007,-0.23760200577696694,-0.08760965710884526,-0.14999234866812167,41.1522633744856,DRB%
Allonzo Trier,2019,0.3528830642793746,0.05393727910508043,0.29894578517429415,72.8395061728395,DRB%
Andrew Nembhard,2023,-0.5427494721544562,0.04129933691032006,-0.5840488090647763,13.168724279835391,DRB%
Anthony Edwards,2021,0.5151288149259756,0.07513004194463978,0.43999877298133583,80.65843621399176,DRB%
Anthony Morrow,2009,-0.38439792716794213,0.051265379241723114,-0.4356633064096652,19.34156378600823,DRB%
Antonio Reeves,2025,-0.8326869311445024,0.023661420286392322,-0.8563483514308947,7.818930041152264,DRB%
Archie Goodwin,2014,0.6315486235932806,0.05919585721062257,0.572352766382658,84.36213991769547,DRB%
Armoni Brooks,2021,0.2421727916553172,-0.05554693380164909,0.2977197254569663,72.42798353909465,DRB%
Arron Afflalo,2008,0.7445883192632636,0.038836862823677265,0.7057514564395864,87.24279835390946,DRB%
Austin Reaves,2022,0.058157977624786285,0.10365135771212575,-0.04549338008733946,50.617283950617285,DRB%
Austin Rivers,2013,-0.26806178756623006,0.04236555662389828,-0.31042734419012835,27.572016460905353,DRB%
Ayo Dosunmu,2022,-0.22428933166545678,0.06591330578904661,-0.29020263745450336,28.39506172839506,DRB%
Ben McLemore,2014,-0.1926199754285247,-0.016312556502454875,-0.17630741892606983,39.09465020576132,DRB%
Bennedict Mathurin,2023,-0.027703680210566316,0.08599816644578007,-0.11370184665634639,42.38683127572017,DRB%
Blake Wesley,2023,0.010447859933425407,0.03694458869188501,-0.0264967287584596,51.85185185185185,DRB%
Bobby Brown,2009,-1.7078501512986652,-0.09787411402575029,-1.609976037272915,0.411522633744856,DRB%
Bogdan BogdanoviÄ,2018,-0.06968773657108406,0.09246112060301141,-0.16214885717409547,39.50617283950617,DRB%
Bones Hyland,2022,0.75341289280077,-0.07989662168513746,0.8333095144859074,90.12345679012346,DRB%
Bradley Beal,2013,0.35626973378626436,0.02994445750592701,0.32632527628033736,74.8971193415638,DRB%
Brandin Podziemski,2024,0.9626705971666847,0.07217882353354338,0.8904917736331412,92.5925925925926,DRB%
Brandon Jennings,2010,0.10920887510041317,-0.13715879047595456,0.24636766557636774,71.19341563786008,DRB%
Brandon Knight,2012,0.10477128631116023,-0.11099275943909263,0.21576404575025288,68.72427983539094,DRB%
Brandon Paul,2018,0.192950102008586,-0.02451646320666573,0.21746656521525173,69.1358024691358,DRB%
Brian Roberts,2013,-0.4241446679043537,-0.1497393508670924,-0.2744053170372613,30.45267489711934,DRB%
Bruce Brown,2019,0.030249070718994207,-0.014763669142453556,0.04501273986144776,58.0246913580247,DRB%
Bub Carrington,2025,0.42262526136462386,0.002304342245128139,0.4203209191194957,79.83539094650206,DRB%
Buddy Hield,2017,0.3747464985409234,0.03564751546003683,0.3390989830808866,75.30864197530865,DRB%
C.J. Williams,2018,-0.7350369276395815,-0.03601081136660514,-0.6990261162729764,10.2880658436214,DRB%
Caleb Love,2026,-0.23219865819601557,-0.0333179594498213,-0.19888069874619427,37.4485596707819,DRB%
Cam Thomas,2022,0.47096558351052653,0.015370823986222658,0.4555947595243039,81.06995884773663,DRB%
Cameron Payne,2016,0.1634002417388552,-0.1377108919567616,0.3011111336956168,73.25102880658436,DRB%
Cason Wallace,2024,-0.5007304099706013,0.02812494585414719,-0.5288553558247484,16.049382716049383,DRB%
Cedric Coward,2026,1.5515591191277494,0.09529510004678746,1.456264019080962,98.76543209876543,DRB%
Charles Jenkins,2012,-0.7498107301457428,-0.10079835388923639,-0.6490123762565064,11.522633744855968,DRB%
Chris Duarte,2022,0.579599164006774,0.07819528036669898,0.501403883640075,82.3045267489712,DRB%
Coby White,2020,0.7201115866497877,-0.005937838272843981,0.7260494249226317,88.06584362139918,DRB%
Cole Anthony,2021,0.9865983096662041,-0.11141481507838913,1.0980131247445932,95.47325102880659,DRB%
Collin Sexton,2019,-0.5504921176896903,-0.07751079729910659,-0.4729813203905837,17.695473251028808,DRB%
Courtney Lee,2009,-0.24865923751350888,0.0757022661258101,-0.324361503639319,26.74897119341564,DRB%
Craig Porter Jr.,2024,0.6736037315593196,-0.1928571329903791,0.8664608645496987,91.35802469135803,DRB%
D'Angelo Russell,2016,0.1634002417388552,-0.0665104268437652,0.22991066858262038,70.78189300411523,DRB%
Daequan Cook,2008,0.9855178955758988,0.08213230510084793,0.9033855904750508,93.00411522633745,DRB%
Damian Lillard,2013,-0.26806178756623006,-0.08119443308617202,-0.18686735448005803,38.2716049382716,DRB%
Daniel Ewing,2006,-0.831089246527196,-0.044846387374847266,-0.7862428591523487,8.23045267489712,DRB%
Daniel Gibson,2007,-0.5985144765939446,-0.16727776423887553,-0.4312367123550691,20.5761316872428,DRB%
DantÃ© Exum,2015,-0.9963396562604216,-0.0269849736479213,-0.9693546826125004,5.349794238683128,DRB%
Darius Garland,2020,-1.3897040489091625,-0.10873925172037834,-1.2809647971887843,1.646090534979424,DRB%
De'Aaron Fox,2018,-0.1572336827643074,-0.06298409271332724,-0.09424959005098017,44.8559670781893,DRB%
De'Anthony Melton,2019,0.41740986299145083,-0.17111980927961484,0.5885296722710657,85.18518518518519,DRB%
Dennis SchrÃ¶der,2014,-0.09842927839746114,-0.183083266167084,0.08465398776962287,60.90534979423868,DRB%
Dennis Smith Jr.,2018,0.15793172353129678,-0.06761360034839883,0.22554532387969561,69.95884773662551,DRB%
Denzel Valentine,2017,0.6784928196677033,0.02815779386036491,0.6503350258073384,86.41975308641975,DRB%
Deron Williams,2006,-0.4688292305964472,-0.04696374398147184,-0.42186548661497536,21.39917695473251,DRB%
Derrick Rose,2009,-0.48620194440876663,-0.03413546676509164,-0.45206647764367497,18.51851851851852,DRB%
Devin Booker,2016,-0.5721152820987743,0.0964867075085776,-0.6686019896073518,10.699588477366255,DRB%
Devonte' Graham,2019,-0.42143852026553824,-0.16765510640470993,-0.2537834138608283,32.510288065843625,DRB%
Dion Waiters,2013,-0.08968135289408868,-0.008987821763646556,-0.08069353113044213,46.09053497942387,DRB%
Donovan Mitchell,2018,-0.08719692580972867,-0.02504371454269695,-0.062153211267031716,46.913580246913575,DRB%
Doron Lamb,2013,-0.4018471135703359,-0.0004499511327671901,-0.40139716243756873,23.456790123456788,DRB%
Drake Powell,2026,-0.47125897886827256,0.0853442026505562,-0.5566031815188288,14.40329218106996,DRB%
Duane Washington Jr.,2022,-0.3546496282609536,-0.13278583221167906,-0.22186379604927453,35.80246913580247,DRB%
Dylan Harper,2026,0.20914347227584387,0.08058590993849257,0.1285575623373513,64.19753086419753,DRB%
Elfrid Payton,2015,0.34538970115064505,-0.04133062827873461,0.3867203294293797,76.95473251028807,DRB%
Elie Okobo,2019,-0.09880452670515787,-0.13331729684288718,0.03451277013772931,57.61316872427984,DRB%
Emmanuel Mudiay,2016,0.08459500704196658,-0.09928400182604263,0.18387900886800923,66.2551440329218,DRB%
Eric Bledsoe,2011,-0.06900012845938606,-0.1793022026395344,0.11030207418014833,62.96296296296296,DRB%
Eric Gordon,2009,-0.9952220306128909,0.02773325164783657,-1.0229552822607275,3.7037037037037033,DRB%
Eric Maynor,2010,-0.11715571716946278,-0.06942686456647006,-0.04772885260299273,49.794238683127574,DRB%
Ethan Thompson,2026,-0.37931270168663517,0.02903973084048512,-0.4083524325271203,22.22222222222222,DRB%
Frank Jackson,2019,-0.22785812412930995,-0.11638004141318636,-0.11147808271612358,42.79835390946502,DRB%
Frank Ntilikina,2018,-0.31481638591210953,-0.08009594511974012,-0.23472044079236942,34.15637860082305,DRB%
Gary Harris,2015,-0.9671716267514853,-0.030579111707724094,-0.9365925150437612,6.584362139917696,DRB%
Gary Neal,2011,0.5378095118926637,-0.0048334288933703645,0.542642940786034,83.1275720164609,DRB%
George Hill,2009,0.7015115900675234,-0.06686855436254953,0.768380144430073,89.30041152263375,DRB%
Goran DragiÄ,2009,0.3282301935178324,-0.07191092364030277,0.40014111715813516,78.60082304526749,DRB%
Hamidou Diallo,2019,0.309865198471324,0.057174046102537734,0.25269115236878625,71.60493827160494,DRB%
Iman Shumpert,2012,-0.021833456867640294,-0.009275359834996763,-0.012558097032643531,53.49794238683128,DRB%
Immanuel Quickley,2021,-0.42781017455448134,-0.1327986991457306,-0.2950114754087507,27.983539094650205,DRB%
Isaac Okoro,2021,-1.0233505889631909,0.08852885281139632,-1.1118794417745872,2.880658436213992,DRB%
Isaiah Briscoe,2019,0.6109902591276791,-0.13494146596964554,0.7459317250973246,88.47736625514403,DRB%
Isaiah Collier,2025,0.12591510677155787,-0.07450520976643762,0.2004203165379955,66.66666666666666,DRB%
Isaiah Whitehead,2017,-0.17488970159324982,-0.023822261440585062,-0.15106744015266477,40.74074074074074,DRB%
JJ Redick,2007,-0.46727357811504394,-0.15214396461821336,-0.31512961349683055,27.160493827160494,DRB%
Ja Morant,2020,-0.14299480971523731,-0.11363331273611833,-0.02936149697911898,51.440329218106996,DRB%
Ja'Kobe Walter,2025,-0.2620904800039905,0.009649962685133483,-0.27174044268912395,30.864197530864196,DRB%
Jabari Brown,2015,-0.9671716267514853,-0.0354862655324792,-0.931685361219006,6.995884773662551,DRB%
Jaden Hardy,2023,0.2584328708693726,-0.043793339018649596,0.3022262098880222,73.66255144032921,DRB%
Jaden Ivey,2023,-0.1803098407865339,0.03790229750184888,-0.21821213828838276,36.62551440329218,DRB%
Jahmai Mashack,2026,-0.26897716906867036,0.020016030119234328,-0.28899319918790467,28.80658436213992,DRB%
Jalen Brunson,2019,-0.20634919122528464,-0.09900706136807275,-0.1073421298572119,43.62139917695473,DRB%
Jalen Green,2022,-0.20256261556620736,0.05128645529325132,-0.2538490708594587,32.098765432098766,DRB%
Jalen Suggs,2022,0.16679155812103372,-0.042518071617777396,0.20930962973881112,67.07818930041152,DRB%
Jalen Williams,2023,0.10582671029340505,0.11213915193421707,-0.0063124416408120165,54.73251028806584,DRB%
Jamal Murray,2017,-0.030248596294783207,-0.01154210079366183,-0.018706495501121377,52.674897119341566,DRB%
Jamal Shead,2025,-1.106573227691948,-0.1644062977703177,-0.9421669299216303,6.172839506172839,DRB%
James Harden,2010,0.7600070778763057,0.11512197904397999,0.6448850988323257,86.0082304526749,DRB%
Jared McCain,2025,-0.6044483506882977,-0.010899909434386554,-0.5935484412539112,12.345679012345679,DRB%
Jarrett Jack,2006,0.19995849112185796,-0.012627696048906095,0.21258618717076405,67.48971193415639,DRB%
Jase Richardson,2026,-0.5264267451772551,-0.1181055086225506,-0.4083212365547045,22.633744855967077,DRB%
Javaris Crittenton,2008,1.1059826837322158,0.033515500781803986,1.0724671829504118,95.06172839506173,DRB%
Javon Small,2026,0.22753272771217128,-0.16219758827586025,0.38973031598803154,77.36625514403292,DRB%
Jaylen Clark,2025,-1.289164092056912,0.03338718623646925,-1.3225512782933813,1.2345679012345678,DRB%
Jeff Teague,2010,0.052617727032943935,-0.12232148654238816,0.1749392135753321,65.84362139917695,DRB%
Jeremiah Fears,2026,0.2643112385848264,-0.04331835107080251,0.3076295896556289,74.48559670781893,DRB%
Jerian Grant,2016,-0.09928387391744112,-0.05294534773394957,-0.046338526183491546,50.20576131687243,DRB%
Jerryd Bayless,2009,-0.14685522027268377,-0.1366225045398499,-0.01023271573283388,54.32098765432099,DRB%
Jimmer Fredette,2012,-1.3511832602450446,-0.1652867509856302,-1.1858965092594145,2.05761316872428,DRB%
Jodie Meeks,2010,1.3825097066184644,0.019645379761249818,1.3628643268572145,98.35390946502058,DRB%
John Jenkins,2013,0.0886990817780523,0.0022583198533010634,0.08644076192475124,61.72839506172839,DRB%
John Wall,2011,0.8412143320686886,-0.046124691546045496,0.887339023614734,92.18106995884774,DRB%
Jordan Clarkson,2015,0.14121349458809157,-0.03279639921257082,0.1740098938006624,65.4320987654321,DRB%
Jordan Crawford,2011,-0.43308591267061625,0.013409445570154457,-0.4464953582407707,18.930041152263374,DRB%
Jordan Farmar,2007,0.2545513635189115,-0.14398352160169992,0.3985348851206114,77.77777777777779,DRB%
Jordan Hawkins,2024,-0.012930074258172376,0.046189618431229804,-0.059119692689402176,48.148148148148145,DRB%
Jordan Poole,2020,-0.3347962311296875,0.060417146464791245,-0.3952133775944787,23.868312757201647,DRB%
Josh Christopher,2022,0.03643126152553688,0.019602804165361004,0.016828457360175873,55.96707818930041,DRB%
Josh Hart,2018,0.8933176715543728,0.07753742527606303,0.8157802462783098,89.7119341563786,DRB%
Josh Okogie,2019,0.07326693652704515,0.005384102188513262,0.06788283433853189,60.49382716049383,DRB%
Josh Richardson,2016,-0.5458468705331446,0.032044882937650114,-0.5778917534707947,13.580246913580247,DRB%
JosÃ© CalderÃ³n,2006,-0.16230152480889082,-0.006906855020249333,-0.15539466978864147,40.32921810699588,DRB%
Jrue Holiday,2010,-0.25863358733813513,0.0025988696362323625,-0.2612324569743675,31.68724279835391,DRB%
Juan Carlos Navarro,2008,-0.18901378894819643,0.02932308025047102,-0.21833686919866746,36.21399176954733,DRB%
KJ Simpson,2025,-0.5131529185058157,-0.12739581525990665,-0.38575710324590906,24.279835390946502,DRB%
Kam Jones,2026,-0.5264267451772551,0.027581652368181712,-0.5540083975454367,14.814814814814813,DRB%
Kasparas JakuÄionis,2026,-0.08508461470539565,-0.06345533696813416,-0.02162927773726149,52.2633744855967,DRB%
Keaton Wallace,2025,-0.3762097702320929,-0.16703396587873437,-0.20917580435335853,37.03703703703704,DRB%
Kelenna Azubuike,2007,0.6154638343358889,0.03332424968880384,0.582139584647085,84.77366255144034,DRB%
Kendall Marshall,2013,-0.6471202112445302,-0.07879668252526019,-0.56832352871927,13.991769547325102,DRB%
Kendrick Nunn,2020,-0.5505728302209438,-0.07616477672492392,-0.4744080534960199,17.28395061728395,DRB%
Kentavious Caldwell-Pope,2014,-0.40454904374841755,0.027675808147727826,-0.43222485189614535,20.16460905349794,DRB%
Keon Johnson,2022,-0.3981030604594528,0.025323968712669308,-0.4234270291721221,20.98765432098765,DRB%
Keyonte George,2024,-0.1393968279613948,-0.030537053164216302,-0.1088597747971785,43.20987654320987,DRB%
Killian Hayes,2021,-0.20448251915121515,-0.11429599770001295,-0.0901865214512022,45.267489711934154,DRB%
Kira Lewis Jr.,2021,-1.0729789568305832,-0.18228418447516037,-0.8906947723554228,7.4074074074074066,DRB%
Klay Thompson,2012,-0.11678701425174083,0.0769515193007166,-0.19373853355245743,37.86008230452675,DRB%
Kobi Simmons,2018,-0.7525461168782263,-0.024226108210202504,-0.7283200086680237,9.053497942386832,DRB%
Kris Dunn,2017,0.2445695037723034,-0.11394517262679726,0.3585146763991007,75.7201646090535,DRB%
Ky Bowman,2020,-0.07106927668481881,-0.13819000286214705,0.06712072617732824,59.67078189300411,DRB%
Kyrie Irving,2012,0.3896319584634607,-0.102098127849892,0.4917300863133527,81.89300411522635,DRB%
Landry Shamet,2019,-0.894635044154096,0.12304952767260297,-1.017684571826699,4.11522633744856,DRB%
Langston Galloway,2015,0.7245740847668163,-0.13600723502731435,0.8605813197941307,90.94650205761316,DRB%
Lonzo Ball,2018,1.1209371316567536,0.018189150497984377,1.1027479811587693,95.88477366255144,DRB%
Luke Kennard,2018,0.1754409127699414,0.023546633706956067,0.15189427906298533,64.60905349794238,DRB%
Luther Head,2006,0.422887731694626,0.01938688949623727,0.4035008421983887,79.01234567901234,DRB%
Malachi Flynn,2021,0.3910578952574945,-0.16762007893217656,0.558677974189671,83.53909465020575,DRB%
Malaki Branham,2023,-0.08493099042655423,0.07166261934321755,-0.15659360976977177,39.91769547325103,DRB%
Malcolm Brogdon,2017,-0.18935381212309643,0.05238673070983115,-0.2417405428329276,33.33333333333333,DRB%
Malcolm Delaney,2017,-0.16042559106340296,-0.12558897730157145,-0.0348366137618315,51.028806584362144,DRB%
Malik Monk,2018,-0.5949634137304242,-0.05848434756832736,-0.5364790661620968,15.22633744855967,DRB%
Manny Harris,2011,0.9625762601390981,0.039011534402812284,0.9235647257362859,93.82716049382715,DRB%
MarShon Brooks,2012,-0.18008938584114081,0.04379548217335858,-0.2238848680144994,35.390946502057616,DRB%
Marcelo Huertas,2016,-0.36196798957373744,-0.12128688837083922,-0.2406811012028982,33.744855967078195,DRB%
Marcus Sasser,2024,-0.320063618965998,-0.19718240781878815,-0.12288121114720985,41.9753086419753,DRB%
Marcus Smart,2015,-0.03379468246552572,-0.05571272203733648,0.02191803957181076,56.79012345679012,DRB%
Marcus Thornton,2010,-0.31522473540560386,0.038660084394703684,-0.35388481980030756,25.925925925925924,DRB%
Marcus Williams,2007,0.7795149574345152,-0.05454367430437382,0.834058631738889,90.53497942386831,DRB%
Mario Chalmers,2009,-0.3504632547543334,-0.07125200435264327,-0.2792112504016901,30.04115226337449,DRB%
Markel Brown,2015,0.8704142323114975,-0.04749803476166081,0.9179122670731583,93.4156378600823,DRB%
Matisse Thybulle,2020,-1.3417536935555499,0.08521197756969176,-1.4269656711252416,0.823045267489712,DRB%
Matthew Dellavedova,2014,-0.4280967180061833,-0.051073828765410556,-0.37702288924077276,24.691358024691358,DRB%
Max Christie,2023,0.4110390314453402,0.01221042439039853,0.39882860705494166,78.18930041152264,DRB%
Mike Conley,2008,-0.09866519783095866,-0.14925435099132983,0.05058915316037117,58.8477366255144,DRB%
Mike Taylor,2009,0.05675281420896583,-0.15812387721980692,0.21487669142877275,68.3127572016461,DRB%
MiloÅ¡ TeodosiÄ,2018,-0.06968773657108406,-0.09110307330660898,0.021415336735524926,56.37860082304527,DRB%
Monta Ellis,2006,0.1720923360502615,-0.04074719093568835,0.21283952698594985,67.90123456790124,DRB%
Moses Moody,2022,0.01470454542628747,0.009209955943837528,0.005494589482449942,55.144032921810705,DRB%
Nando De Colo,2013,1.002898809472776,0.018679647446555182,0.9842191620262208,94.65020576131687,DRB%
Nate Wolters,2014,0.042856767149133966,-0.05118467963392571,0.09404144678305967,62.139917695473244,DRB%
Nick Smith Jr.,2024,-0.5007304099706013,-0.08683894242886035,-0.4138914675417409,21.810699588477366,DRB%
Nickeil Alexander-Walker,2020,0.6002356982657564,0.03545842180641918,0.5647772764593372,83.9506172839506,DRB%
Nique Clifford,2026,0.42981453751177373,0.12486369148259308,0.30495084602918066,74.07407407407408,DRB%
Nolan Smith,2012,-0.43329887219874186,-0.14662393142477897,-0.2866749407739629,29.218106995884774,DRB%
Nolan TraorÃ©,2026,-0.47125897886827256,-0.06726366877373258,-0.40399531009454,23.045267489711936,DRB%
Norman Powell,2016,1.1090630581015224,-0.04625184562392674,1.155314903725449,97.11934156378601,DRB%
Norris Cole,2012,-1.129624959682144,-0.1399328695637855,-0.9896920901183585,4.526748971193416,DRB%
O.J. Mayo,2009,0.09068748662257399,0.13854694908526882,-0.04785946246269483,49.382716049382715,DRB%
Ochai Agbaji,2023,-0.905189103522379,0.07203893940385228,-0.9772280429262313,4.938271604938271,DRB%
Orien Greene,2006,0.08849387083547366,-0.036506845268118766,0.12500071610359242,63.78600823045267,DRB%
Orlando Johnson,2013,1.4934450048211647,0.03207729961428497,1.4613677052068796,99.1769547325103,DRB%
Pablo Prigioni,2013,0.13329419044608784,-0.0938271752187144,0.22712136566480223,70.37037037037037,DRB%
Patrick Beverley,2013,0.20018685344814058,-0.20917318581246472,0.40936003926060527,79.42386831275721,DRB%
Payton Pritchard,2021,-0.08041159948273399,-0.09496168501481574,0.014550085532081744,55.55555555555556,DRB%
Pelle Larsson,2025,-0.5131529185058157,0.01844215482564302,-0.5315950733314587,15.637860082304528,DRB%
Quentin Grimes,2022,-0.24601604776470617,-0.018004474074590465,-0.2280115736901157,34.97942386831276,DRB%
R.J. Hampton,2021,1.7310238276770906,-0.013691064630640695,1.7447148923077314,99.58847736625515,DRB%
Rajon Rondo,2007,1.6653910221670962,-0.15418020393155846,1.8195712260986547,100.0,DRB%
Randy Foye,2007,0.32017181275836176,-0.04423871620826683,0.3644105289666286,76.13168724279835,DRB%
Rashad McCants,2006,-0.0787030595941025,-0.02025350366588312,-0.05844955592821938,48.559670781893004,DRB%
Raul Neto,2016,-0.6771889283612929,-0.15101715958642167,-0.5261717687748712,16.872427983539097,DRB%
Ray McCallum,2014,-0.5929304378105444,-0.13906754106259261,-0.4538628967479518,18.106995884773664,DRB%
Raymond Felton,2006,-0.10656921466569894,-0.09234542252852536,-0.014223792137173577,53.086419753086425,DRB%
Reed Sheppard,2025,-0.2164427639127493,-0.16396237483947,-0.052480389073279315,48.971193415637856,DRB%
Reggie Jackson,2012,-0.5282524295828418,-0.16554301270716051,-0.36270941687568126,25.514403292181072,DRB%
Ricky Rubio,2012,0.6111902590263617,-0.14337576711349018,0.7545660261398519,88.88888888888889,DRB%
Rob Dillingham,2025,-0.7413914989620205,-0.155249858942016,-0.5861416400200045,12.757201646090536,DRB%
Rodney McGruder,2017,-0.2472102542424831,0.015143996730425706,-0.2623542509729088,31.275720164609055,DRB%
Rodney Stuckey,2008,0.23261296959891475,-0.028708177420323267,0.26132114701923803,72.0164609053498,DRB%
Roko UkiÄ,2009,-1.198830065094541,-0.01505824375818646,-1.1837718213363544,2.4691358024691357,DRB%
Ron Baker,2017,-0.01578448576493634,-0.003407222035302193,-0.012377263729634148,53.90946502057613,DRB%
Russell Westbrook,2009,-0.04505120303185928,0.022466748502601726,-0.067517951534461,46.50205761316872,DRB%
Saben Lee,2021,-0.08041159948273399,-0.1875759785230385,0.10716437904030451,62.55144032921811,DRB%
Salim Stoudamire,2006,0.08849387083547366,-0.08520716645176242,0.17370103728723607,65.02057613168725,DRB%
Scoot Henderson,2024,-0.3381302980664583,-0.052131441076091585,-0.2859988569903667,29.629629629629626,DRB%
Semaj Christon,2017,-0.4497078016603363,-0.08381680854762057,-0.3658909931127157,25.102880658436217,DRB%
Sergio RodrÃ­guez,2007,0.28736158813863666,-0.14021106057067276,0.42757264870930944,80.24691358024691,DRB%
Shaedon Sharpe,2023,-0.06585522035455804,0.1160446821035601,-0.18189990245811816,38.68312757201646,DRB%
Shelvin Mack,2012,0.5478878874369613,-0.10657939718278178,0.654467284619743,86.83127572016461,DRB%
Sindarius Thornwell,2018,-0.1572336827643074,-0.05714394018753975,-0.10008974257676766,44.44444444444444,DRB%
Sion James,2026,0.6137070918750485,0.08192644744686371,0.5317806444281847,82.71604938271605,DRB%
Stephen Curry,2010,0.5619380596401646,-0.02970876425352407,0.5916468238936887,85.59670781893004,DRB%
Sterling Brown,2018,1.1559555101340429,0.025969344917729273,1.1299861652163137,96.70781893004116,DRB%
T.J. McConnell,2016,1.0302578234046333,-0.13426010450523385,1.1645179279098672,97.53086419753086,DRB%
Terence Davis,2020,1.1996151401859128,0.029497377702324273,1.1701177624835886,97.94238683127571,DRB%
ThÃ©o Maledon,2021,-0.10522578341643013,-0.0004099453451298817,-0.10481583807130025,44.03292181069959,DRB%
Tim Hardaway Jr.,2014,-0.8755025289037348,0.08014499706943626,-0.955647525973171,5.761316872427984,DRB%
Toney Douglas,2010,-0.7962494939790898,-0.14119762902357752,-0.6550518649555124,11.11111111111111,DRB%
Trae Young,2019,-0.07729559380113259,-0.10153540072434945,0.024239806923216867,57.20164609053497,DRB%
Tre Johnson,2026,-0.04830610383274084,0.086387548917967,-0.13469365275070783,41.56378600823045,DRB%
Tre Mann,2022,0.058157977624786285,-0.02800269723310177,0.08616067485788806,61.31687242798354,DRB%
Tyler Dorsey,2018,0.35053280515638807,-0.020246164165759986,0.37077896932214804,76.5432098765432,DRB%
Tyler Herro,2020,0.935888185741044,0.05551769824549704,0.880370487495547,91.76954732510289,DRB%
Tyler Johnson,2015,0.8995822618204335,-0.07759309276457808,0.9771753545850116,94.23868312757202,DRB%
Tyrese Haliburton,2021,-0.7007661978251398,0.021292910578362256,-0.7220591084035021,9.465020576131687,DRB%
Tyrese Maxey,2021,-0.15485415128382243,-0.0736174074165497,-0.08123674386727274,45.67901234567901,DRB%
Tyrese Proctor,2026,-0.04830610383274084,-0.09884310704551123,0.050537003212770396,58.43621399176955,DRB%
Tyrone Wallace,2018,-0.034669358093794844,-0.10225540324341614,0.0675860451496213,60.08230452674898,DRB%
VJ Edgecombe,2026,0.31947900489380865,0.09502930574312975,0.22444969915067892,69.54732510288066,DRB%
Vasilije MiciÄ,2024,-0.771730596477506,-0.06373604053803894,-0.707994555939467,9.876543209876543,DRB%
Victor Oladipo,2014,0.6550962978510464,-0.06111719671374952,0.7162134945647959,87.65432098765432,DRB%
Walter Clayton,2026,-0.37931270168663517,-0.052316185568600376,-0.3269965161180348,26.337448559670783,DRB%
Wayne Ellington,2010,0.10920887510041317,-0.013675763990238746,0.12288463909065192,63.37448559670782,DRB%
Wesley Matthews,2010,-0.5698849017092142,0.06121138820841359,-0.6310962899176278,11.934156378600823,DRB%
Will Barton,2013,1.1366841354768822,0.01763285970367892,1.1190512757732032,96.29629629629629,DRB%
Will Richard,2026,-0.4160912125592903,0.01832012859901437,-0.4344113411583047,19.753086419753085,DRB%
Zach LaVine,2015,0.46206181918639005,0.00247085477692272,0.45959096440946734,81.48148148148148,DRB%
Å arÅ«nas JasikeviÄius,2006,-0.1344353697372949,-0.07495623614776833,-0.059479133589526556,47.73662551440329,DRB%
